p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene_symbol	sample_id	avg_norm_exp
81012_1.HOMER3	1.13101976194081e-35	0.342326685730952	0.113	0.006	3.81085798588337e-31	HOMER3	81012_1	0.144329896907216
81012_1.HCST	1.6138815852089e-35	-3.0065845659003	0.103	0.592	5.43781261320287e-31	HCST	81012_1	0.144329896907216
81012_1.ALDH1L2	2.51011630478331e-35	0.282714043674573	0.134	0.009	8.45758587733688e-31	ALDH1L2	81012_1	0.15979381443299
81012_1.DYNLL1	2.91697320651242e-35	-5.33262938755425	0.665	0.314	9.82844952202293e-31	DYNLL1	81012_1	1.70618556701031
81012_1.UQCRQ	3.33184950680097e-35	3.53649240789762	0.763	0.461	1.12263337282152e-30	UQCRQ	81012_1	2.32474226804124
81012_1.OSTC	9.01770170491918e-35	2.83667469354198	0.624	0.274	3.03842441245547e-30	OSTC	81012_1	1.38659793814433
81012_1.ATOX1	9.09213397251553e-35	0.976936921630276	0.474	0.145	3.06350362069938e-30	ATOX1	81012_1	0.752577319587629
81012_1.SLAMF7	9.42476518002787e-35	0.355856082843533	0.16	0.015	3.17558037975859e-30	SLAMF7	81012_1	0.201030927835052
81012_1.SELK	1.10442176375317e-34	3.57373634809185	0.546	0.205	3.72123869078993e-30	SELK	81012_1	1.10824742268041
81012_1.ASNS	1.45535795339665e-34	0.298519496117122	0.196	0.024	4.90368308817468e-30	ASNS	81012_1	0.211340206185567
81012_1.EIF4EBP1	1.77583286025002e-34	1.48684934850027	0.459	0.141	5.98349123932641e-30	EIF4EBP1	81012_1	0.809278350515464
81012_1.PRDX1	3.99565199240433e-34	-2.86299532760968	0.598	0.247	1.34629498232072e-29	PRDX1	81012_1	1.15979381443299
81012_1.RNF187	4.12841690890504e-34	0.478891320556125	0.211	0.029	1.39102879328647e-29	RNF187	81012_1	0.257731958762887
81012_1.CLIC1	4.51043019736732e-34	-3.79588407882537	0.773	0.439	1.51974435070095e-29	CLIC1	81012_1	2.30412371134021
81012_1.COPE	5.02110542183453e-34	2.50697407477906	0.665	0.3	1.69181126083293e-29	COPE	81012_1	1.32989690721649
81012_1.RPN1	5.61563456393073e-33	2.24878764251344	0.438	0.135	1.89213190997082e-28	RPN1	81012_1	0.850515463917526
81012_1.MAGED1	6.96315916925104e-33	0.427655244824039	0.165	0.018	2.34616685048745e-28	MAGED1	81012_1	0.211340206185567
81012_1.MAGED2	7.95264502273004e-33	0.617754120266933	0.268	0.05	2.67956421395866e-28	MAGED2	81012_1	0.365979381443299
81012_1.OST4	1.02354972771018e-32	-32.7916997954386	0.892	0.764	3.44874845254667e-28	OST4	81012_1	4.57731958762887
81012_1.TMEM45A	1.11626573167209e-32	0.387525511508292	0.227	0.035	3.76114575629592e-28	TMEM45A	81012_1	0.27319587628866
81012_1.TMEM147	1.18002483502215e-32	1.17196183032603	0.459	0.149	3.97597567912364e-28	TMEM147	81012_1	0.747422680412371
81012_1.CANX	1.24782566033423e-32	1.28341851181995	0.541	0.196	4.20442377993016e-28	CANX	81012_1	0.917525773195876
81012_1.GFPT1	1.56709951914883e-32	0.497957925028023	0.196	0.026	5.28018511982008e-28	GFPT1	81012_1	0.252577319587629
81012_1.ZBTB38	2.32655637480682e-32	1.39136793813307	0.314	0.07	7.83909904927411e-28	ZBTB38	81012_1	0.479381443298969
81012_1.DPM3	2.46352817829691e-32	1.15515186857111	0.459	0.146	8.30061184395361e-28	DPM3	81012_1	0.721649484536082
81012_1.LY96	5.28729566929254e-32	0.948585992778896	0.536	0.185	1.78150140281143e-27	LY96	81012_1	0.896907216494845
81012_1.WARS	5.92484471554682e-32	0.848971433777238	0.211	0.031	1.99631717845635e-27	WARS	81012_1	0.293814432989691
81012_1.FYB	8.97708838652303e-32	-2.77351561317422	0.041	0.49	3.02474016095507e-27	FYB	81012_1	0.0412371134020619
81012_1.MAGT1	2.26715158534042e-31	0.702563893723515	0.299	0.066	7.63894055164602e-27	MAGT1	81012_1	0.43298969072165
81012_1.SYVN1	2.67931624334035e-31	0.418881638487668	0.196	0.027	9.02768815031098e-27	SYVN1	81012_1	0.242268041237113
81012_1.ERP44	3.19262772561007e-31	1.10003106505434	0.448	0.144	1.07572398586706e-26	ERP44	81012_1	0.690721649484536
81012_1.ELL2	4.29155139994127e-31	0.522295754827769	0.191	0.026	1.44599532869621e-26	ELL2	81012_1	0.257731958762887
81012_1.TXNIP	5.1771534410084e-31	-2.41874642943945	0.613	0.918	1.74439008041337e-26	TXNIP	81012_1	2
81012_1.ERN1	1.37257671901516e-30	0.430175304815476	0.211	0.033	4.62475999704967e-26	ERN1	81012_1	0.252577319587629
81012_1.MEF2C	1.68628036531493e-30	0.699903140591745	0.392	0.111	5.68175306289214e-26	MEF2C	81012_1	0.654639175257732
81012_1.GMPPA	1.76975219138527e-30	0.386683101922915	0.211	0.033	5.96300303365353e-26	GMPPA	81012_1	0.252577319587629
81012_1.TRMT112	2.3356778701781e-30	1.93758237206215	0.675	0.35	7.86983301577809e-26	TRMT112	81012_1	1.43814432989691
81012_1.CLPTM1L	2.58050642398091e-30	0.511344079046029	0.211	0.033	8.69475834496128e-26	CLPTM1L	81012_1	0.257731958762887
81012_1.POLR2L	2.91299784679558e-30	2.70678424044192	0.804	0.489	9.81505494499304e-26	POLR2L	81012_1	2.15979381443299
81012_1.AGA	3.64504687530682e-30	0.557733582289157	0.258	0.05	1.22816209416588e-25	AGA	81012_1	0.314432989690722
81012_1.CNPY2	1.09485873166701e-29	1.35397588134911	0.531	0.212	3.68901701047882e-25	CNPY2	81012_1	0.907216494845361
81012_1.SARS	1.35044251954056e-29	0.933310801898224	0.454	0.154	4.55018102533997e-25	SARS	81012_1	0.695876288659794
81012_1.SHMT2	1.578468653431e-29	0.670797750300214	0.268	0.055	5.3184922808704e-25	SHMT2	81012_1	0.365979381443299
81012_1.SYNGR2	1.62016805911392e-29	0.934913843153373	0.418	0.127	5.45899425837845e-25	SYNGR2	81012_1	0.577319587628866
81012_1.LARP1B	1.91547467727653e-29	0.394052940286066	0.216	0.036	6.45400037761554e-25	LARP1B	81012_1	0.262886597938144
81012_1.SLC3A2	4.70876635501729e-29	0.988504146992668	0.397	0.119	1.58657173565953e-24	SLC3A2	81012_1	0.577319587628866
81012_1.SAR1B	9.85979459124501e-29	0.598782534860958	0.309	0.073	3.32215918957409e-24	SAR1B	81012_1	0.376288659793814
81012_1.CDK2AP2	1.32227681688463e-28	2.02078206632312	0.351	0.096	4.45527950681106e-24	CDK2AP2	81012_1	0.536082474226804
81012_1.TMC6	2.04077150042457e-28	1.56641194659765	0.428	0.141	6.87617549353053e-24	TMC6	81012_1	0.701030927835051
81012_1.TMEM59	2.10712145209301e-28	4.23796862961038	0.675	0.381	7.09973502068219e-24	TMEM59	81012_1	1.76288659793814
81012_1.ERGIC3	2.72600913121152e-28	1.24595423640161	0.526	0.212	9.1850151667041e-24	ERGIC3	81012_1	0.88659793814433
81012_1.FUCA2	3.70708622919774e-28	0.382334748752551	0.201	0.032	1.24906563406589e-23	FUCA2	81012_1	0.237113402061856
81012_1.NME1	3.75143915280692e-28	0.68988417353286	0.314	0.078	1.26400990814676e-23	NME1	81012_1	0.422680412371134
81012_1.CCDC144A	5.23745019192925e-28	1.06510980398465	0.201	0.033	1.76470646766864e-23	CCDC144A	81012_1	0.335051546391753
81012_1.ADM	6.30714397601042e-28	0.412075651234522	0.129	0.012	2.12512909127695e-23	ADM	81012_1	0.15979381443299
81012_1.SURF4	7.1544010406981e-28	0.590370623873638	0.268	0.059	2.41060388665282e-23	SURF4	81012_1	0.365979381443299
81012_1.CYSLTR1	1.20080200242384e-27	1.08619689289006	0.278	0.064	4.04598226696689e-23	CYSLTR1	81012_1	0.458762886597938
81012_1.MIR155HG	1.88392388478266e-27	0.343157617080974	0.124	0.011	6.34769313738669e-23	MIR155HG	81012_1	0.154639175257732
81012_1.MGST3	4.51047833040881e-27	-2.70264073721243	0.495	0.184	1.51976056864794e-22	MGST3	81012_1	0.762886597938144
81012_1.SELT	5.30404482512862e-27	1.46148457099277	0.557	0.241	1.78714486337884e-22	SELT	81012_1	0.943298969072165
81012_1.EDEM1	7.53526226288918e-27	0.689437675792313	0.258	0.056	2.53893126685788e-22	EDEM1	81012_1	0.350515463917526
81012_1.B2M	1.08025953828519e-26	163.408648682653	1	1	3.63982648829811e-22	B2M	81012_1	56.7731958762887
81012_1.EBAG9	1.35460150954699e-26	0.446286655084326	0.222	0.042	4.56419432626764e-22	EBAG9	81012_1	0.268041237113402
81012_1.FTH1	1.95252829644955e-26	-34.4149682422134	0.948	0.782	6.5788488420571e-22	FTH1	81012_1	5.8659793814433
81012_1.ST6GALNAC4	2.11653905837944e-26	0.262083457687959	0.165	0.023	7.1314667033037e-22	ST6GALNAC4	81012_1	0.180412371134021
81012_1.A1BG	3.37823946732068e-26	0.870151456574649	0.438	0.149	1.13826400611903e-21	A1BG	81012_1	0.587628865979381
81012_1.RPS27L	4.63637632732738e-26	2.74334277098837	0.784	0.51	1.56218063972969e-21	RPS27L	81012_1	2.18556701030928
81012_1.SSR2	5.36574104727242e-26	7.07030962367322	0.794	0.591	1.80793278846797e-21	SSR2	81012_1	2.7319587628866
81012_1.BST2	7.85587197736021e-26	1.62265148172069	0.629	0.321	2.64695750405175e-21	BST2	81012_1	1.24226804123711
81012_1.ACADVL	1.17113698556305e-25	0.435871815814545	0.304	0.078	3.94602895915613e-21	ACADVL	81012_1	0.355670103092784
81012_1.IL7R	1.34864856275742e-25	-4.33554453870254	0.082	0.468	4.54413646735486e-21	IL7R	81012_1	0.0927835051546392
81012_1.ATP5I	1.49734681657915e-25	2.59306326865416	0.835	0.59	5.04516036378179e-21	ATP5I	81012_1	2.50515463917526
81012_1.TRAC	4.46247084632552e-25	-17.4625018134791	0.113	0.499	1.50358492696092e-20	TRAC	81012_1	0.154639175257732
81012_1.SELL	4.59339710299074e-25	-1.60745807349819	0.067	0.451	1.5476992198817e-20	SELL	81012_1	0.0670103092783505
81012_1.BSG	4.81632446151667e-25	1.23294682267894	0.515	0.21	1.62281236406343e-20	BSG	81012_1	0.798969072164949
81012_1.DAD1	5.16840131309789e-25	1.50326695917216	0.624	0.301	1.7414411384352e-20	DAD1	81012_1	1.0360824742268
81012_1.YIPF2	5.25441060336299e-25	0.416010053655198	0.211	0.04	1.77042110869712e-20	YIPF2	81012_1	0.257731958762887
81012_1.TAPBPL	6.58017555942346e-25	0.381242712250984	0.253	0.056	2.21712435299214e-20	TAPBPL	81012_1	0.283505154639175
81012_1.EPRS	6.91380062397646e-25	0.876112142477041	0.325	0.094	2.32953598224263e-20	EPRS	81012_1	0.489690721649485
81012_1.COX7A2	9.26801532755811e-25	4.88998227107022	0.794	0.584	3.12276508446743e-20	COX7A2	81012_1	2.41237113402062
81012_1.HDLBP	1.28013062314692e-24	0.760064620171705	0.299	0.08	4.31327212163125e-20	HDLBP	81012_1	0.43298969072165
81012_1.EMP3	2.1872757894657e-24	-4.459304690464	0.732	0.479	7.36980704502573e-20	EMP3	81012_1	2.36082474226804
81012_1.AUP1	2.63715200306107e-24	0.65811034307669	0.397	0.132	8.88561995911398e-20	AUP1	81012_1	0.510309278350515
81012_1.SLC35B1	4.40873436059432e-24	0.452650692091558	0.232	0.05	1.48547895545865e-19	SLC35B1	81012_1	0.283505154639175
81012_1.ATP5G1	6.01323403427783e-24	0.925464388177805	0.521	0.223	2.02609907550957e-19	ATP5G1	81012_1	0.819587628865979
81012_1.PDIA3	1.35645396074823e-23	1.4391369269915	0.459	0.18	4.57043597534509e-19	PDIA3	81012_1	0.77319587628866
81012_1.CHCHD2	2.29456117813748e-23	2.3622490281774	0.784	0.586	7.73129443361644e-19	CHCHD2	81012_1	2.32474226804124
81012_1.NDUFA1	2.64605255741948e-23	1.47634018904345	0.737	0.457	8.91560948696921e-19	NDUFA1	81012_1	1.63917525773196
81012_1.SEC63	2.83485740076354e-23	0.69149642688827	0.371	0.123	9.55176852613268e-19	SEC63	81012_1	0.494845360824742
81012_1.ACTB	3.12231048773633e-23	-107.316024761223	0.902	0.984	1.05203129573788e-18	ACTB	81012_1	5.41752577319588
81012_1.CD3D	3.3788826050282e-23	-4.5058551726707	0.113	0.476	1.1384807049382e-18	CD3D	81012_1	0.134020618556701
81012_1.MRPL40	5.46594305882651e-23	0.573224363084144	0.304	0.085	1.841694854241e-18	MRPL40	81012_1	0.376288659793814
81012_1.CD3E	5.91477252256395e-23	-1.6212766551141	0.046	0.41	1.9929234537527e-18	CD3E	81012_1	0.0567010309278351
81012_1.GAPDH	6.15766414903785e-23	-14.3233298860756	0.923	0.719	2.07476335837681e-18	GAPDH	81012_1	4.93814432989691
81012_1.MT2A	8.23184870785292e-23	-21.3772032270735	0.119	0.484	2.77363910362396e-18	MT2A	81012_1	0.175257731958763
81012_1.LIMD2	1.13487298424488e-22	-1.18428505930055	0.062	0.423	3.8238410331147e-18	LIMD2	81012_1	0.0670103092783505
81012_1.IL32	1.28135572841193e-22	-24.0405590850445	0.088	0.446	4.31739999131115e-18	IL32	81012_1	0.0927835051546392
81012_1.SSR1	1.9405231560047e-22	0.981883498758413	0.51	0.227	6.53839872184223e-18	SSR1	81012_1	0.804123711340206
81012_1.EMC7	2.1781195502902e-22	0.529324986823683	0.314	0.093	7.3389560127478e-18	EMC7	81012_1	0.402061855670103
81012_1.CD37	2.21900668076132e-22	-1.31876183209019	0.201	0.558	7.47672111015718e-18	CD37	81012_1	0.247422680412371
81012_1.TUFM	2.46351924488608e-22	1.13038428343519	0.552	0.264	8.30058174371917e-18	TUFM	81012_1	0.95360824742268
81012_1.MLEC	3.35826400546927e-22	0.514011898765948	0.17	0.029	1.13153347400282e-17	MLEC	81012_1	0.211340206185567
81012_1.RPL21	3.96575760111826e-22	-22.464426052137	0.995	1	1.33622236612079e-17	RPL21	81012_1	17.0360824742268
81012_1.LPCAT4	4.25000127678482e-22	0.298821484410826	0.155	0.024	1.43199543019988e-17	LPCAT4	81012_1	0.185567010309278
81012_1.GLCCI1	4.85014492302666e-22	0.325914172315239	0.155	0.024	1.6342078303646e-17	GLCCI1	81012_1	0.185567010309278
81012_1.LMO4	7.06726748636616e-22	0.291866943090808	0.247	0.06	2.38124510685622e-17	LMO4	81012_1	0.27319587628866
81012_1.DERL2	7.07993380219752e-22	0.423785594184724	0.284	0.078	2.38551289531243e-17	DERL2	81012_1	0.335051546391753
81012_1.CRYBG3	7.53148176407836e-22	0.289791528278547	0.124	0.016	2.53765746558856e-17	CRYBG3	81012_1	0.149484536082474
81012_1.GPAA1	8.53576987120984e-22	0.37967135412333	0.268	0.071	2.87604230040544e-17	GPAA1	81012_1	0.309278350515464
81012_1.KLF13	8.94398331763575e-22	0.718900943638352	0.356	0.118	3.01358573904419e-17	KLF13	81012_1	0.489690721649485
81012_1.PRDX5	1.02104328338226e-21	0.694950272476088	0.593	0.281	3.44030323902819e-17	PRDX5	81012_1	0.88659793814433
81012_1.SEC62	1.14039099179851e-21	2.77807282265795	0.716	0.457	3.8424334077659e-17	SEC62	81012_1	1.6340206185567
81012_1.ZFAS1	1.32165362988132e-21	-3.86219444039648	0.299	0.625	4.45317974052212e-17	ZFAS1	81012_1	0.38659793814433
81012_1.CD59	1.5230487282341e-21	0.418574026518571	0.247	0.062	5.13176038491198e-17	CD59	81012_1	0.304123711340206
81012_1.SLC25A6	1.66579339523109e-21	1.95388553225224	0.892	0.736	5.61272426589162e-17	SLC25A6	81012_1	3.92783505154639
81012_1.IFI27L1	1.93236588570322e-21	0.279709384825425	0.134	0.019	6.51091361528842e-17	IFI27L1	81012_1	0.154639175257732
81012_1.PSENEN	1.95451448719385e-21	0.786178241342076	0.345	0.114	6.58554111315097e-17	PSENEN	81012_1	0.458762886597938
81012_1.CCNC	2.06042809018258e-21	0.535109962963939	0.376	0.13	6.94240640706117e-17	CCNC	81012_1	0.469072164948454
81012_1.USO1	2.28968294765764e-21	0.470286470334757	0.278	0.076	7.71485772383765e-17	USO1	81012_1	0.329896907216495
81012_1.UFM1	2.5544176156877e-21	0.693400622995043	0.407	0.15	8.60685471429815e-17	UFM1	81012_1	0.541237113402062
81012_1.IARS	2.95939817305964e-21	0.338049093938851	0.206	0.045	9.97139620430716e-17	IARS	81012_1	0.242268041237113
81012_1.SEC24D	3.68569583992401e-21	0.783904544701454	0.191	0.039	1.241858356304e-16	SEC24D	81012_1	0.268041237113402
81012_1.CBWD5	5.1732720292614e-21	0.674070473776448	0.335	0.11	1.74308227753934e-16	CBWD5	81012_1	0.45360824742268
81012_1.PFN1	5.92634634652342e-21	-20.6038166682774	0.423	0.732	1.9968231379976e-16	PFN1	81012_1	0.690721649484536
81012_1.SRPRA	7.10177038103652e-21	0.312852915792807	0.222	0.051	2.39287051218645e-16	SRPRA	81012_1	0.247422680412371
81012_1.PEBP1	7.25793853916048e-21	1.85863928596591	0.567	0.306	2.44548981138473e-16	PEBP1	81012_1	1.15463917525773
81012_1.TXN	9.19517931055751e-21	-5.00662049602445	0.582	0.291	3.09822371689925e-16	TXN	81012_1	1.05154639175258
81012_1.RGS10	1.0729466566257e-20	-16.0818958553112	0.057	0.396	3.61518646483465e-16	RGS10	81012_1	0.0618556701030928
81012_1.FOXP1	1.21161698469711e-20	-0.972037482461129	0.031	0.365	4.08242226823844e-16	FOXP1	81012_1	0.0360824742268041
81012_1.TSEN15	1.47879724783852e-20	0.38337974102827	0.196	0.042	4.98265944686712e-16	TSEN15	81012_1	0.242268041237113
81012_1.NDUFA13	2.13550962400254e-20	2.40944752999125	0.675	0.421	7.19538612711417e-16	NDUFA13	81012_1	1.6340206185567
81012_1.CKAP4	2.34823149117936e-20	0.394725524280862	0.201	0.044	7.91213118637972e-16	CKAP4	81012_1	0.252577319587629
81012_1.LTB	3.15384141214728e-20	-1.8356125600819	0.015	0.341	1.0626553254089e-15	LTB	81012_1	0.0206185567010309
81012_1.NDUFS6	3.81075115508344e-20	0.796904479297694	0.531	0.249	1.28399449419381e-15	NDUFS6	81012_1	0.819587628865979
81012_1.HINT2	4.21282884383094e-20	0.702434900425523	0.314	0.1	1.4194705506404e-15	HINT2	81012_1	0.407216494845361
81012_1.GIMAP7	4.47936276579642e-20	-1.05210125784288	0.052	0.383	1.50927649030745e-15	GIMAP7	81012_1	0.0567010309278351
81012_1.SVIP	6.87315499104518e-20	2.9181880313312	0.448	0.191	2.31584084268276e-15	SVIP	81012_1	0.84020618556701
81012_1.QTRT1	7.78873714862144e-20	0.396623762126292	0.227	0.056	2.62433709485651e-15	QTRT1	81012_1	0.27319587628866
81012_1.SHFM1	9.23903253751809e-20	-3.27681013314658	0.572	0.291	3.11299962319135e-15	SHFM1	81012_1	0.989690721649485
81012_1.TMSB10	9.43343346119959e-20	-176.46423473023	0.974	0.998	3.17850107041659e-15	TMSB10	81012_1	11.0051546391753
81012_1.FBXW7	1.18386071706122e-19	0.474467107795022	0.186	0.039	3.98890030006608e-15	FBXW7	81012_1	0.231958762886598
81012_1.TMEM9	1.19293788154169e-19	0.321826244688669	0.175	0.035	4.01948489806657e-15	TMEM9	81012_1	0.201030927835052
81012_1.ARPC5L	1.22270426523093e-19	0.870709156313979	0.345	0.123	4.11977975126911e-15	ARPC5L	81012_1	0.525773195876289
81012_1.PCK2	1.41383536328391e-19	0.272535430517726	0.129	0.019	4.76377687304881e-15	PCK2	81012_1	0.149484536082474
81012_1.NDUFAF3	1.74402128868257e-19	1.06913097252192	0.407	0.165	5.87630533008704e-15	NDUFAF3	81012_1	0.634020618556701
81012_1.IFT57	1.75059024651818e-19	0.37132381327697	0.191	0.042	5.89843877661837e-15	IFT57	81012_1	0.231958762886598
81012_1.AIF1	2.26968491810958e-19	-12.0511087202994	0.129	0.449	7.64747636307841e-15	AIF1	81012_1	0.190721649484536
81012_1.GIMAP4	3.20755968963365e-19	-1.02520084093147	0.062	0.384	1.08075516182516e-14	GIMAP4	81012_1	0.0670103092783505
81012_1.MRPL57	3.33349896992805e-19	1.25417794691599	0.531	0.263	1.12318914292756e-14	MRPL57	81012_1	0.88659793814433
81012_1.TFG	4.46622958476438e-19	0.382394448469752	0.18	0.038	1.50485139629051e-14	TFG	81012_1	0.22680412371134
81012_1.MIA3	4.76290205753336e-19	0.380932793205105	0.227	0.058	1.60481221926529e-14	MIA3	81012_1	0.27319587628866
81012_1.MCFD2	5.55340013483675e-19	0.576103759950378	0.242	0.066	1.8711626414319e-14	MCFD2	81012_1	0.309278350515464
81012_1.FXYD5	5.70669884884072e-19	2.93367156395592	0.845	0.661	1.92281511012839e-14	FXYD5	81012_1	2.56701030927835
81012_1.FCER1G	5.83288875616735e-19	-10.68673061643	0.093	0.405	1.96533353750303e-14	FCER1G	81012_1	0.134020618556701
81012_1.TMCO1	6.50356850096797e-19	1.14462185805078	0.454	0.203	2.19131237071615e-14	TMCO1	81012_1	0.737113402061856
81012_1.ROMO1	7.32299092957586e-19	1.62296819555275	0.5	0.253	2.46740856381129e-14	ROMO1	81012_1	0.989690721649485
81012_1.ANXA1	8.15572265915744e-19	-3.64985771770561	0.057	0.385	2.74798919277651e-14	ANXA1	81012_1	0.108247422680412
81012_1.RPS3A	1.09015537051265e-18	-46.4633882992573	1	0.997	3.67316950540533e-14	RPS3A	81012_1	11.7474226804124
81012_1.EIF5A	1.26882479947825e-18	1.23578928861334	0.49	0.227	4.27517827936203e-14	EIF5A	81012_1	0.783505154639175
81012_1.C6orf48	2.05732113044154e-18	-1.52941712750958	0.237	0.553	6.93193781690974e-14	C6orf48	81012_1	0.309278350515464
81012_1.VKORC1	2.30245106108934e-18	0.699079681143159	0.314	0.107	7.75787860523441e-14	VKORC1	81012_1	0.417525773195876
81012_1.ARF4	2.51708903138385e-18	0.762409573570823	0.361	0.136	8.48107978234474e-14	ARF4	81012_1	0.5
81012_1.TRBC1	3.28482562286005e-18	-4.33594705337725	0.041	0.344	1.10678914536647e-13	TRBC1	81012_1	0.0412371134020619
81012_1.GUSB	3.32084962357445e-18	0.50025809546769	0.222	0.058	1.11892707216717e-13	GUSB	81012_1	0.293814432989691
81012_1.PIGP	3.32157937931604e-18	0.528946392413613	0.258	0.076	1.11917295606675e-13	PIGP	81012_1	0.34020618556701
81012_1.NDUFB7	3.96925931261718e-18	1.63729986967584	0.598	0.325	1.33740223279323e-13	NDUFB7	81012_1	1.04639175257732
81012_1.GMPPB	4.76155685275208e-18	0.473364654184761	0.18	0.04	1.60435896596628e-13	GMPPB	81012_1	0.242268041237113
81012_1.COMMD6	5.28666845295915e-18	-2.76545787899498	0.459	0.739	1.78129006854006e-13	COMMD6	81012_1	0.77319587628866
81012_1.RTN3	7.26414692680968e-18	0.661725992976663	0.387	0.152	2.44758166551925e-13	RTN3	81012_1	0.551546391752577
81012_1.HIST1H2BK	7.91063178851302e-18	0.433859425378212	0.129	0.021	2.66540827482158e-13	HIST1H2BK	81012_1	0.15979381443299
81012_1.PAIP2B	8.25413773724903e-18	2.79051510655577	0.103	0.013	2.78114916918869e-13	PAIP2B	81012_1	0.15979381443299
81012_1.RPS3	8.73184316260847e-18	-44.4574673951436	0.964	0.997	2.9421072352093e-13	RPS3	81012_1	9.6701030927835
81012_1.EVL	1.0693883109045e-17	-1.17232443838042	0.124	0.432	3.60319697476161e-13	EVL	81012_1	0.139175257731959
81012_1.PIK3IP1	1.43175625717626e-17	-1.10044779432389	0.062	0.364	4.82415953292969e-13	PIK3IP1	81012_1	0.0670103092783505
81012_1.TMEM256	1.7045685048975e-17	1.02478492755333	0.546	0.301	5.74337312040162e-13	TMEM256	81012_1	0.969072164948454
81012_1.LINC00467	1.98926592531106e-17	0.325401686868125	0.139	0.025	6.70263260874309e-13	LINC00467	81012_1	0.180412371134021
81012_1.CRIP1	2.10944951695638e-17	-16.4637966896017	0.077	0.387	7.10757920243284e-13	CRIP1	81012_1	0.164948453608247
81012_1.AP3S1	3.19997094982151e-17	4.29859115336677	0.454	0.214	1.07819821183286e-12	AP3S1	81012_1	0.731958762886598
81012_1.ITGB2	3.2043891088114e-17	-1.42278978089767	0.072	0.372	1.07968686632291e-12	ITGB2	81012_1	0.077319587628866
