p_val	avg_logFC	pct.1	pct.2	p_val_adj	sample_id	cell_type	gene_symbol
81012_1.CD4+T.CAV1	7.34796767622372e-43	0.467966812314648	0.165	0.004	2.47582422882682e-38	81012_1	CD4+T	CAV1
81012_1.CD4+T.FAM46C	1.04388168682387e-42	0.497995241918804	0.191	0.008	3.51725495558435e-38	81012_1	CD4+T	FAM46C
81012_1.CD4+T.FUCA2	2.31988286823306e-42	0.423986757012537	0.201	0.01	7.81661333622449e-38	81012_1	CD4+T	FUCA2
81012_1.CD4+T.RPS23	2.83607698582312e-42	-39.0619755811183	0.969	0.998	9.55587779603244e-38	81012_1	CD4+T	RPS23
81012_1.CD4+T.P2RX1	5.28294505432483e-42	0.627203589406874	0.196	0.01	1.78003550660421e-37	81012_1	CD4+T	P2RX1
81012_1.CD4+T.OAZ1	6.3539577347615e-42	15.6115313088637	0.881	0.606	2.14090251915054e-37	81012_1	CD4+T	OAZ1
81012_1.CD4+T.XBP1	7.52905316043553e-42	2.02962782801088	0.526	0.146	2.53683917187715e-37	81012_1	CD4+T	XBP1
81012_1.CD4+T.RHOB	1.02115809866784e-41	0.519605452495095	0.191	0.009	3.44069009765143e-37	81012_1	CD4+T	RHOB
81012_1.CD4+T.BSG	2.71669037505893e-41	1.45689024379873	0.515	0.134	9.15361654972355e-37	81012_1	CD4+T	BSG
81012_1.CD4+T.TTLL7	3.30447618660726e-41	0.262390236473187	0.149	0.002	1.11341020631545e-36	81012_1	CD4+T	TTLL7
81012_1.CD4+T.IL32	3.72545378181792e-41	-2.25022624418127	0.088	0.624	1.25525439724573e-36	81012_1	CD4+T	IL32
81012_1.CD4+T.PRR34-AS1	4.02446291329238e-41	0.813697415491492	0.299	0.038	1.35600253400473e-36	81012_1	CD4+T	PRR34-AS1
81012_1.CD4+T.TMEM147	4.93248097123747e-41	1.23190062208778	0.459	0.108	1.66195013844875e-36	81012_1	CD4+T	TMEM147
81012_1.CD4+T.SELT	1.24740837690612e-40	1.72827816960528	0.557	0.168	4.20301778514749e-36	81012_1	CD4+T	SELT
81012_1.CD4+T.CKAP4	2.02153540970355e-40	0.46687664777718	0.201	0.012	6.81136140945513e-36	81012_1	CD4+T	CKAP4
81012_1.CD4+T.LMAN1	5.68595821851767e-40	1.72060861470486	0.407	0.083	1.91582676214734e-35	81012_1	CD4+T	LMAN1
81012_1.CD4+T.MEI1	5.78736564133677e-40	0.60278065321484	0.314	0.044	1.94999497919201e-35	81012_1	CD4+T	MEI1
81012_1.CD4+T.EMP3	5.79128633496444e-40	9.79739544790585	0.732	0.365	1.95131601770292e-35	81012_1	CD4+T	EMP3
81012_1.CD4+T.ACADVL	5.87937637844369e-40	0.510886904404517	0.304	0.04	1.98099707695282e-35	81012_1	CD4+T	ACADVL
81012_1.CD4+T.TSPAN13	9.60598898102982e-40	0.380220450819804	0.139	0.001	3.23664192726819e-35	81012_1	CD4+T	TSPAN13
81012_1.CD4+T.RBP1	1.12233154514354e-39	0.417090894093217	0.144	0.002	3.78158390820664e-35	81012_1	CD4+T	RBP1
81012_1.CD4+T.BCHE	1.12233154514354e-39	0.417090894093217	0.144	0.002	3.78158390820664e-35	81012_1	CD4+T	BCHE
81012_1.CD4+T.IFI6	1.15645114727905e-39	6.59386646780734	0.412	0.086	3.89654649564204e-35	81012_1	CD4+T	IFI6
81012_1.CD4+T.SPATS2	1.17190453909797e-39	0.84278699498664	0.211	0.015	3.94861515403671e-35	81012_1	CD4+T	SPATS2
81012_1.CD4+T.FAM133A	1.2334296674031e-39	0.345911649746472	0.149	0.003	4.15591792134802e-35	81012_1	CD4+T	FAM133A
81012_1.CD4+T.CHPF	1.3398933048949e-39	0.577262179568888	0.191	0.01	4.51463650151287e-35	81012_1	CD4+T	CHPF
81012_1.CD4+T.ELL2	1.48220123796758e-39	0.550343108166092	0.191	0.01	4.99412885120796e-35	81012_1	CD4+T	ELL2
81012_1.CD4+T.GGH	1.55876683563895e-39	0.753324174477605	0.191	0.01	5.25210897600187e-35	81012_1	CD4+T	GGH
81012_1.CD4+T.HYOU1	1.81188338730184e-39	0.412532024223455	0.191	0.01	6.10495988517482e-35	81012_1	CD4+T	HYOU1
81012_1.CD4+T.WBSCR22	3.95022394889676e-39	1.62382284301218	0.433	0.099	1.33098845734127e-34	81012_1	CD4+T	WBSCR22
81012_1.CD4+T.YIF1A	6.13516859292187e-39	0.668557919972505	0.309	0.044	2.06718370569909e-34	81012_1	CD4+T	YIF1A
81012_1.CD4+T.RP11-326C3.12	8.79310576406782e-39	0.897678591402108	0.294	0.039	2.96274905614501e-34	81012_1	CD4+T	RP11-326C3.12
81012_1.CD4+T.RPS15A	8.95360251245641e-39	-42.1162358894024	0.995	1	3.01682683054706e-34	81012_1	CD4+T	RPS15A
81012_1.CD4+T.PDIA3	9.43721237371797e-39	1.640606156636	0.459	0.113	3.17977433720053e-34	81012_1	CD4+T	PDIA3
81012_1.CD4+T.SLAMF7	1.32299354064848e-38	0.374452408227133	0.16	0.005	4.45769443586097e-34	81012_1	CD4+T	SLAMF7
81012_1.CD4+T.GARS	1.39398363514299e-38	0.8646928439961	0.284	0.036	4.6968884602508e-34	81012_1	CD4+T	GARS
81012_1.CD4+T.NDUFB7	2.43463274204043e-38	2.08122931951401	0.598	0.203	8.20325156103104e-34	81012_1	CD4+T	NDUFB7
81012_1.CD4+T.FCRLA	2.98872192760858e-38	1.32856402657071	0.149	0.004	1.00701996628843e-33	81012_1	CD4+T	FCRLA
81012_1.CD4+T.PRDX1	3.08470891439064e-38	-3.45361104891869	0.598	0.216	1.03936182161478e-33	81012_1	CD4+T	PRDX1
81012_1.CD4+T.NOSIP	3.14602165917443e-38	-2.79064308881183	0.206	0.698	1.06002053784223e-33	81012_1	CD4+T	NOSIP
81012_1.CD4+T.CFHR1	3.76296728935364e-38	0.501654761924004	0.144	0.003	1.26789419847482e-33	81012_1	CD4+T	CFHR1
81012_1.CD4+T.FAM3C	6.46961833847852e-38	5.69590617664346	0.258	0.029	2.17987320296695e-33	81012_1	CD4+T	FAM3C
81012_1.CD4+T.AZGP1	6.73799305208496e-38	3.22755926538417	0.18	0.01	2.27029937896951e-33	81012_1	CD4+T	AZGP1
81012_1.CD4+T.LTB	1.72873201726448e-37	-2.21766692691435	0.015	0.53	5.82478965897093e-33	81012_1	CD4+T	LTB
81012_1.CD4+T.CDK2AP2	3.48892053640778e-37	2.07991042284392	0.351	0.064	1.17555688553724e-32	81012_1	CD4+T	CDK2AP2
81012_1.CD4+T.MESDC2	4.71028082536706e-37	1.11606948175321	0.469	0.119	1.58708202129918e-32	81012_1	CD4+T	MESDC2
81012_1.CD4+T.ERP44	6.04149388409645e-37	1.17362576799616	0.448	0.112	2.03562094930746e-32	81012_1	CD4+T	ERP44
81012_1.CD4+T.CTD-3252C9.4	6.6019943948237e-37	1.45827403899435	0.149	0.004	2.2244759913919e-32	81012_1	CD4+T	CTD-3252C9.4
81012_1.CD4+T.LAPTM5	7.73704401587954e-37	-1.71606272933597	0.124	0.632	2.60691961071045e-32	81012_1	CD4+T	LAPTM5
81012_1.CD4+T.SEPP1	1.26257447482473e-36	0.254924711631319	0.129	0.001	4.25411843547444e-32	81012_1	CD4+T	SEPP1
81012_1.CD4+T.SHISA2	1.5953344148995e-36	0.417152689736793	0.139	0.003	5.37531977756236e-32	81012_1	CD4+T	SHISA2
81012_1.CD4+T.TMEM59	2.39101075813959e-36	4.66762806933908	0.675	0.319	8.05627164847552e-32	81012_1	CD4+T	TMEM59
81012_1.CD4+T.RNF187	3.16208680561593e-36	0.502785077736955	0.211	0.018	1.06543352828423e-31	81012_1	CD4+T	RNF187
81012_1.CD4+T.LMO4	3.99547698070715e-36	0.379358876196169	0.247	0.027	1.34623601387947e-31	81012_1	CD4+T	LMO4
81012_1.CD4+T.STT3A	5.75116278127634e-36	0.57675907589057	0.253	0.03	1.93779678752325e-31	81012_1	CD4+T	STT3A
81012_1.CD4+T.VIM	7.07327771713319e-36	22.1340447963377	0.711	0.365	2.38327019401086e-31	81012_1	CD4+T	VIM
81012_1.CD4+T.TXNDC17	8.54661127353181e-36	0.592171229373472	0.351	0.065	2.87969520250381e-31	81012_1	CD4+T	TXNDC17
81012_1.CD4+T.SEC24D	8.74470373993282e-36	0.843082070303499	0.191	0.013	2.94644047813296e-31	81012_1	CD4+T	SEC24D
81012_1.CD4+T.CST3	1.65921643095179e-35	0.393418802333818	0.278	0.038	5.59056384244898e-31	81012_1	CD4+T	CST3
81012_1.CD4+T.MFAP4	3.05871617017842e-35	0.357035785173557	0.119	0.001	1.03060382637992e-30	81012_1	CD4+T	MFAP4
81012_1.CD4+T.C6orf48	3.08373380449833e-35	-1.97609311851056	0.237	0.702	1.03903326808767e-30	81012_1	CD4+T	C6orf48
81012_1.CD4+T.ANXA5	3.08642259995519e-35	0.709739534635041	0.294	0.045	1.0399392308289e-30	81012_1	CD4+T	ANXA5
81012_1.CD4+T.SERF2	3.4533222046505e-35	4.92951444592371	0.923	0.848	1.16356238363494e-30	81012_1	CD4+T	SERF2
81012_1.CD4+T.PRDX5	3.47277960581397e-35	1.01932990801701	0.593	0.205	1.17011836038296e-30	81012_1	CD4+T	PRDX5
81012_1.CD4+T.RPLP2	7.23925212170916e-35	-48.0596134582238	1	1	2.43919360988868e-30	81012_1	CD4+T	RPLP2
81012_1.CD4+T.RTN3	7.6236761179604e-35	0.912542741148937	0.387	0.085	2.56872143118558e-30	81012_1	CD4+T	RTN3
81012_1.CD4+T.DPM3	8.31855375185505e-35	1.21970981429282	0.459	0.124	2.80285350115004e-30	81012_1	CD4+T	DPM3
81012_1.CD4+T.TIFA	1.31028466831327e-34	0.883690091884466	0.222	0.022	4.41487316141472e-30	81012_1	CD4+T	TIFA
81012_1.CD4+T.SELK	1.31608014561799e-34	3.64529599409937	0.546	0.189	4.43440044264525e-30	81012_1	CD4+T	SELK
81012_1.CD4+T.MGST3	1.39668520655493e-34	1.25797337324606	0.495	0.146	4.70599113496619e-30	81012_1	CD4+T	MGST3
81012_1.CD4+T.B9D1	2.23290265753231e-34	0.516237479395168	0.149	0.006	7.52354221428935e-30	81012_1	CD4+T	B9D1
81012_1.CD4+T.PIK3IP1	2.36623553075584e-34	-1.48579869327839	0.062	0.546	7.97279399732871e-30	81012_1	CD4+T	PIK3IP1
81012_1.CD4+T.PTPRC	2.73573133540538e-34	-1.80214637000696	0.072	0.555	9.21777316151487e-30	81012_1	CD4+T	PTPRC
81012_1.CD4+T.ARSA	4.80941969090845e-34	0.451658305398893	0.253	0.032	1.62048587065469e-29	81012_1	CD4+T	ARSA
81012_1.CD4+T.CXXC5	4.99872944465526e-34	0.422566306097501	0.144	0.005	1.68427189908214e-29	81012_1	CD4+T	CXXC5
81012_1.CD4+T.RPL32	5.08474682400698e-34	-47.1979677971797	0.99	1	1.71325459488091e-29	81012_1	CD4+T	RPL32
81012_1.CD4+T.ERN1	7.78521543964919e-34	0.446593842784267	0.211	0.02	2.6231504902354e-29	81012_1	CD4+T	ERN1
81012_1.CD4+T.SELL	1.07573230144413e-33	-1.59760174878585	0.067	0.543	3.62457241648587e-29	81012_1	CD4+T	SELL
81012_1.CD4+T.OST4	1.34408797916308e-33	4.34639647953688	0.892	0.762	4.52877003699207e-29	81012_1	CD4+T	OST4
81012_1.CD4+T.NES	1.65356866254848e-33	0.353334671227705	0.124	0.002	5.57153425159084e-29	81012_1	CD4+T	NES
81012_1.CD4+T.FAM27C	1.72178859910025e-33	0.436604080509443	0.124	0.002	5.80139450580839e-29	81012_1	CD4+T	FAM27C
81012_1.CD4+T.BMF	1.75438638749879e-33	0.308908976500133	0.155	0.007	5.91122949403842e-29	81012_1	CD4+T	BMF
81012_1.CD4+T.NDUFS6	2.08610161736289e-33	1.14355051687937	0.531	0.171	7.02891078954252e-29	81012_1	CD4+T	NDUFS6
81012_1.CD4+T.AIG1	2.77049662612514e-33	0.386829151406238	0.211	0.021	9.33491133206604e-29	81012_1	CD4+T	AIG1
81012_1.CD4+T.RPL11	3.74930518477249e-33	-34.0440686412771	1	1	1.26329088895724e-28	81012_1	CD4+T	RPL11
81012_1.CD4+T.SURF4	4.07079037462781e-33	0.628104106099456	0.268	0.039	1.37161210882709e-28	81012_1	CD4+T	SURF4
81012_1.CD4+T.HDLBP	9.20173000698959e-33	0.835820827932123	0.299	0.051	3.10043090855507e-28	81012_1	CD4+T	HDLBP
81012_1.CD4+T.RPL13	1.37206509712919e-32	-51.0599567060554	1	0.999	4.62303613826708e-28	81012_1	CD4+T	RPL13
81012_1.CD4+T.UAP1	1.75085607539917e-32	0.315746851369745	0.222	0.024	5.89933446044998e-28	81012_1	CD4+T	UAP1
81012_1.CD4+T.GFPT1	2.33565756009095e-32	0.515370889515798	0.196	0.018	7.86976458297046e-28	81012_1	CD4+T	GFPT1
81012_1.CD4+T.NDUFA1	2.60494116259097e-32	2.35157393674714	0.737	0.389	8.77708875323403e-28	81012_1	CD4+T	NDUFA1
81012_1.CD4+T.B2M	2.9499523221158e-32	193.937743148693	1	1	9.93956935413699e-28	81012_1	CD4+T	B2M
81012_1.CD4+T.ISG20	3.60806395266585e-32	4.09478731224262	0.747	0.401	1.21570106821123e-27	81012_1	CD4+T	ISG20
81012_1.CD4+T.ADM	3.9570660946271e-32	0.439019028069622	0.129	0.004	1.33329384992366e-27	81012_1	CD4+T	ADM
81012_1.CD4+T.GPR63	3.95971882229019e-32	0.361471989705531	0.108	0.001	1.33418765998246e-27	81012_1	CD4+T	GPR63
81012_1.CD4+T.BST2	4.38676410844781e-32	1.80239136120119	0.629	0.269	1.47807629870041e-27	81012_1	CD4+T	BST2
81012_1.CD4+T.RPL13A	4.42052171718627e-32	-28.0622291151368	0.985	1	1.48945058738874e-27	81012_1	CD4+T	RPL13A
81012_1.CD4+T.EDEM2	4.7027119151764e-32	1.39152515456678	0.273	0.043	1.58453175269954e-27	81012_1	CD4+T	EDEM2
81012_1.CD4+T.TCN2	4.73852638327232e-32	0.271815074173615	0.149	0.007	1.59659907957978e-27	81012_1	CD4+T	TCN2
81012_1.CD4+T.CLIC4	5.35283727502488e-32	0.264078856089767	0.124	0.003	1.80358499144688e-27	81012_1	CD4+T	CLIC4
81012_1.CD4+T.CLPTM1L	5.6106251650963e-32	0.52960000405921	0.211	0.022	1.89044404312755e-27	81012_1	CD4+T	CLPTM1L
81012_1.CD4+T.TMEM167A	7.2827216709364e-32	1.05521372531132	0.418	0.108	2.45384023980531e-27	81012_1	CD4+T	TMEM167A
81012_1.CD4+T.RPL9	7.85227909893369e-32	-13.0426208854322	0.964	0.997	2.64574691959472e-27	81012_1	CD4+T	RPL9
81012_1.CD4+T.SAR1B	1.09337549166899e-31	0.634004857099113	0.309	0.056	3.68401938162948e-27	81012_1	CD4+T	SAR1B
81012_1.CD4+T.NDUFA13	1.15440336151116e-31	3.25449050817429	0.675	0.336	3.88964668627569e-27	81012_1	CD4+T	NDUFA13
81012_1.CD4+T.GMPPA	1.73974009540701e-31	0.403175722660107	0.211	0.023	5.86188027746437e-27	81012_1	CD4+T	GMPPA
81012_1.CD4+T.RPL34	2.21861110023648e-31	-26.0622244120767	0.995	1	7.47538824113679e-27	81012_1	CD4+T	RPL34
81012_1.CD4+T.NUCB2	2.97682427598754e-31	1.82088892171482	0.552	0.2	1.00301117155124e-26	81012_1	CD4+T	NUCB2
81012_1.CD4+T.COX7A2	3.89072594972602e-31	5.38890136260364	0.794	0.527	1.31094120150068e-26	81012_1	CD4+T	COX7A2
81012_1.CD4+T.ERGIC3	5.54492179185188e-31	1.34803329376418	0.526	0.188	1.86830594854657e-26	81012_1	CD4+T	ERGIC3
81012_1.CD4+T.AARS	6.63783956316809e-31	0.446155837428842	0.216	0.025	2.23655366241386e-26	81012_1	CD4+T	AARS
81012_1.CD4+T.TRMT112	7.33413637971414e-31	2.02936551132073	0.675	0.336	2.47116391178088e-26	81012_1	CD4+T	TRMT112
81012_1.CD4+T.STEAP1	7.97114610156867e-31	0.31675941678433	0.129	0.004	2.68579796746255e-26	81012_1	CD4+T	STEAP1
81012_1.CD4+T.YWHAE	1.05751550989126e-30	1.39585013416141	0.433	0.122	3.56319275902762e-26	81012_1	CD4+T	YWHAE
81012_1.CD4+T.FYB	1.13560677791663e-30	-1.58737127401131	0.041	0.489	3.8263134775123e-26	81012_1	CD4+T	FYB
81012_1.CD4+T.CHCHD2	1.67400530102945e-30	3.43579697374602	0.784	0.529	5.64039346128863e-26	81012_1	CD4+T	CHCHD2
81012_1.CD4+T.ARPC5L	3.05008251152347e-30	0.980171543773879	0.345	0.078	1.02769480143272e-25	81012_1	CD4+T	ARPC5L
81012_1.CD4+T.NME1	3.49370786019486e-30	0.787204303859847	0.314	0.062	1.17716992641406e-25	81012_1	CD4+T	NME1
81012_1.CD4+T.RPL38	4.07882358215085e-30	-13.0556955346279	0.943	0.998	1.37431881776991e-25	81012_1	CD4+T	RPL38
81012_1.CD4+T.SSR1	8.6098437957024e-30	1.20931737086243	0.51	0.177	2.90100076852397e-25	81012_1	CD4+T	SSR1
81012_1.CD4+T.SLC25A6	9.77411010410633e-30	7.94338180579381	0.892	0.729	3.29328865847759e-25	81012_1	CD4+T	SLC25A6
81012_1.CD4+T.SYVN1	1.28479995193453e-29	0.428201945359703	0.196	0.021	4.3290049580482e-25	81012_1	CD4+T	SYVN1
81012_1.CD4+T.RPS8	1.56542922063551e-29	-51.053448301602	0.969	1	5.27455721600928e-25	81012_1	CD4+T	RPS8
81012_1.CD4+T.SHMT2	1.72456923340177e-29	0.7052663004215	0.268	0.045	5.81076357502392e-25	81012_1	CD4+T	SHMT2
81012_1.CD4+T.WDR83OS	3.78624775439767e-29	1.65890235954841	0.541	0.212	1.27573831836675e-24	81012_1	CD4+T	WDR83OS
81012_1.CD4+T.LRRC16A	3.89905272233644e-29	0.502802545744192	0.232	0.033	1.31374682426404e-24	81012_1	CD4+T	LRRC16A
81012_1.CD4+T.UCHL1	4.07070934990803e-29	0.256020530033714	0.119	0.004	1.37158480835801e-24	81012_1	CD4+T	UCHL1
81012_1.CD4+T.RPL23A	4.6323409617509e-29	-20.9984670878977	0.985	0.999	1.56082096365235e-24	81012_1	CD4+T	RPL23A
81012_1.CD4+T.RPS13	5.84634018393152e-29	-7.72354172340115	0.954	0.998	1.96986586157389e-24	81012_1	CD4+T	RPS13
81012_1.CD4+T.HOMER3	5.8635917755722e-29	0.347011948067412	0.113	0.003	1.9756786128613e-24	81012_1	CD4+T	HOMER3
81012_1.CD4+T.MAGT1	6.37089047597019e-29	0.715578116118617	0.299	0.06	2.1466078369734e-24	81012_1	CD4+T	MAGT1
81012_1.CD4+T.LAMTOR2	1.16551802030602e-28	1.01333105232259	0.418	0.12	3.92709641761912e-24	81012_1	CD4+T	LAMTOR2
81012_1.CD4+T.ATP5G1	1.21691405501011e-28	1.0685410852387	0.521	0.188	4.10027021695106e-24	81012_1	CD4+T	ATP5G1
81012_1.CD4+T.ROMO1	1.42951032460385e-28	1.8978723051337	0.5	0.186	4.8165920877202e-24	81012_1	CD4+T	ROMO1
81012_1.CD4+T.KLF13	1.50373152144714e-28	0.785053799142789	0.356	0.085	5.06667298836401e-24	81012_1	CD4+T	KLF13
81012_1.CD4+T.SRGN	1.57960611668011e-28	3.35837989599387	0.68	0.359	5.32232484954197e-24	81012_1	CD4+T	SRGN
81012_1.CD4+T.SLC35B1	1.77848510539189e-28	0.47792152740302	0.232	0.033	5.99242771410742e-24	81012_1	CD4+T	SLC35B1
81012_1.CD4+T.RPL22	1.94118819212169e-28	-20.9305661652571	0.876	0.989	6.54063949453484e-24	81012_1	CD4+T	RPL22
81012_1.CD4+T.PSENEN	2.00237528897087e-28	0.857181721313461	0.345	0.081	6.74680329865845e-24	81012_1	CD4+T	PSENEN
81012_1.CD4+T.CD3G	3.43580016898221e-28	-1.20108873239486	0.036	0.459	1.15765850893687e-23	81012_1	CD4+T	CD3G
81012_1.CD4+T.CRYBG3	3.90458679718282e-28	0.309070224325332	0.124	0.005	1.31561147544278e-23	81012_1	CD4+T	CRYBG3
81012_1.CD4+T.ANAPC11	4.75860105592709e-28	0.968640586557119	0.464	0.152	1.60336303978408e-23	81012_1	CD4+T	ANAPC11
81012_1.CD4+T.CNPY2	5.14815514282077e-28	1.37231297314363	0.531	0.207	1.73461939382203e-23	81012_1	CD4+T	CNPY2
81012_1.CD4+T.MLEC	5.91738174308981e-28	0.540482982345629	0.17	0.016	1.99380260451668e-23	81012_1	CD4+T	MLEC
81012_1.CD4+T.HADH	6.31803306134988e-28	0.854116206071169	0.284	0.054	2.12879805969123e-23	81012_1	CD4+T	HADH
81012_1.CD4+T.TRBC1	7.42523868690748e-28	-4.86451452426243	0.041	0.461	2.50185992316661e-23	81012_1	CD4+T	TRBC1
81012_1.CD4+T.AUP1	9.50003259883407e-28	0.709685407368853	0.397	0.108	3.20094098385115e-23	81012_1	CD4+T	AUP1
81012_1.CD4+T.EVL	1.22087734591782e-27	-1.3793199759634	0.124	0.545	4.11362412933549e-23	81012_1	CD4+T	EVL
81012_1.CD4+T.RPL10A	1.54360241612693e-27	-18.0135727533505	0.954	0.995	5.20101398089807e-23	81012_1	CD4+T	RPL10A
81012_1.CD4+T.FOXP1	2.85855742460882e-27	-1.21265530192701	0.031	0.446	9.63162338647697e-23	81012_1	CD4+T	FOXP1
81012_1.CD4+T.OS9	2.9238456805623e-27	0.757600960535817	0.361	0.091	9.85160563608662e-23	81012_1	CD4+T	OS9
81012_1.CD4+T.PTP4A3	3.69908979538785e-27	0.304490887575288	0.175	0.018	1.24637131565798e-22	81012_1	CD4+T	PTP4A3
81012_1.CD4+T.SHFM1	3.76631250734723e-27	1.39488157038184	0.572	0.235	1.26902133622558e-22	81012_1	CD4+T	SHFM1
81012_1.CD4+T.ERGIC2	4.63329002054829e-27	0.777115876763641	0.418	0.125	1.56114073952354e-22	81012_1	CD4+T	ERGIC2
81012_1.CD4+T.PTK2B	5.86663564633523e-27	1.00037190721142	0.273	0.052	1.97670421467619e-22	81012_1	CD4+T	PTK2B
81012_1.CD4+T.EDEM1	5.99419048174843e-27	0.70389938282423	0.258	0.046	2.01968254092032e-22	81012_1	CD4+T	EDEM1
81012_1.CD4+T.UFM1	9.73480964784812e-27	0.769989981618728	0.407	0.117	3.28004676274595e-22	81012_1	CD4+T	UFM1
81012_1.CD4+T.LARP1B	1.14906847819326e-26	0.404154739668762	0.216	0.031	3.87167133042437e-22	81012_1	CD4+T	LARP1B
81012_1.CD4+T.PLD3	2.2478889108704e-26	0.67812464495044	0.284	0.058	7.57403689628671e-22	81012_1	CD4+T	PLD3
81012_1.CD4+T.RPS27	3.14101216378014e-26	-39.0625635806678	1	1	1.05833263846408e-21	81012_1	CD4+T	RPS27
81012_1.CD4+T.KIAA1217	3.88474513019022e-26	0.26090230253339	0.108	0.004	1.30892602416629e-21	81012_1	CD4+T	KIAA1217
81012_1.CD4+T.RPS27L	4.30278159006755e-26	3.23867920025922	0.784	0.502	1.44977922895736e-21	81012_1	CD4+T	RPS27L
81012_1.CD4+T.GIMAP7	5.28792922540367e-26	-1.23362120133565	0.052	0.456	1.78171487320751e-21	81012_1	CD4+T	GIMAP7
81012_1.CD4+T.IRF4	5.59701350329925e-26	0.307232657906842	0.144	0.011	1.88585772980165e-21	81012_1	CD4+T	IRF4
81012_1.CD4+T.HSD17B8	9.01622084307852e-26	0.538433974757383	0.278	0.056	3.03792545086688e-21	81012_1	CD4+T	HSD17B8
81012_1.CD4+T.COX6A1	1.56804496160683e-25	2.16013127729343	0.67	0.377	5.28337069363806e-21	81012_1	CD4+T	COX6A1
81012_1.CD4+T.HCST	1.98845547562816e-25	-1.66979117003356	0.103	0.516	6.69990187958152e-21	81012_1	CD4+T	HCST
81012_1.CD4+T.HINT2	2.36666467233638e-25	0.754524106129389	0.314	0.073	7.97423994697018e-21	81012_1	CD4+T	HINT2
81012_1.CD4+T.TUFM	2.97318146305199e-25	1.23765042410591	0.552	0.236	1.00178376216074e-20	81012_1	CD4+T	TUFM
81012_1.CD4+T.SLC3A2	3.42943903422775e-25	0.998538712073766	0.397	0.12	1.1555151881927e-20	81012_1	CD4+T	SLC3A2
81012_1.CD4+T.ZBTB38	4.39901213782828e-25	1.38660609183282	0.314	0.076	1.48220314971986e-20	81012_1	CD4+T	ZBTB38
81012_1.CD4+T.LDHB	5.0815008924017e-25	-4.55590498920728	0.49	0.794	1.71216091068583e-20	81012_1	CD4+T	LDHB
81012_1.CD4+T.CFLAR	5.75978719341123e-25	1.18384053522016	0.448	0.16	1.94070269694798e-20	81012_1	CD4+T	CFLAR
81012_1.CD4+T.DERL2	5.86725504018821e-25	0.453557728090424	0.284	0.06	1.97691291324102e-20	81012_1	CD4+T	DERL2
81012_1.CD4+T.RGS10	6.73485204409365e-25	-1.07210893429493	0.057	0.45	2.26924104773691e-20	81012_1	CD4+T	RGS10
81012_1.CD4+T.GPAA1	8.5454028354567e-25	0.407338931943713	0.268	0.054	2.87928803137878e-20	81012_1	CD4+T	GPAA1
81012_1.CD4+T.BOLA2B	1.07204275480234e-24	0.25201516478314	0.16	0.016	3.61214085803099e-20	81012_1	CD4+T	BOLA2B
81012_1.CD4+T.AP3S1	1.28549456415009e-24	4.4703784641124	0.454	0.163	4.33134538444733e-20	81012_1	CD4+T	AP3S1
81012_1.CD4+T.RPS2	1.3397455394087e-24	-20.1007884366555	0.948	0.994	4.51413862048368e-20	81012_1	CD4+T	RPS2
81012_1.CD4+T.LRPAP1	1.45401497076973e-24	0.84860215019754	0.376	0.112	4.89915804251153e-20	81012_1	CD4+T	LRPAP1
81012_1.CD4+T.DAD1	1.55491348970577e-24	1.69006024020342	0.624	0.294	5.23912551221461e-20	81012_1	CD4+T	DAD1
81012_1.CD4+T.LIMD2	1.94547496525005e-24	-1.10998053788258	0.062	0.451	6.55508334791351e-20	81012_1	CD4+T	LIMD2
81012_1.CD4+T.ANXA2	1.97701261658334e-24	0.65479641639764	0.268	0.056	6.6613463103159e-20	81012_1	CD4+T	ANXA2
81012_1.CD4+T.GIMAP4	2.40498543888954e-24	-1.13699914026327	0.062	0.449	8.10335793779441e-20	81012_1	CD4+T	GIMAP4
81012_1.CD4+T.ZFAS1	2.50115524257578e-24	-4.18754666570825	0.299	0.663	8.42739247433482e-20	81012_1	CD4+T	ZFAS1
81012_1.CD4+T.MRPL52	2.74902198595783e-24	1.05134291637726	0.474	0.175	9.26255467948632e-20	81012_1	CD4+T	MRPL52
81012_1.CD4+T.EIF5A	3.64131308820713e-24	1.58160980369544	0.49	0.186	1.22690403194051e-19	81012_1	CD4+T	EIF5A
81012_1.CD4+T.CFH	3.70278310255423e-24	0.703857566566902	0.113	0.006	1.24761573857462e-19	81012_1	CD4+T	CFH
81012_1.CD4+T.AURKAIP1	3.92433107736163e-24	1.26810830060684	0.454	0.163	1.32226411320623e-19	81012_1	CD4+T	AURKAIP1
81012_1.CD4+T.COX5B	4.05076397545666e-24	2.76226203218551	0.716	0.439	1.36486441389037e-19	81012_1	CD4+T	COX5B
81012_1.CD4+T.A1BG	4.07474315872769e-24	0.880951767201057	0.438	0.146	1.37294395990171e-19	81012_1	CD4+T	A1BG
81012_1.CD4+T.SEC11A	4.7339683500464e-24	2.68717943430287	0.536	0.232	1.59506329586464e-19	81012_1	CD4+T	SEC11A
81012_1.CD4+T.VKORC1	5.38825104028936e-24	0.764627140714211	0.314	0.079	1.8155173055151e-19	81012_1	CD4+T	VKORC1
81012_1.CD4+T.S100A6	6.04225552327755e-24	-3.93766730870315	0.851	0.722	2.03587757601314e-19	81012_1	CD4+T	S100A6
81012_1.CD4+T.NDUFA3	7.03113860810752e-24	2.34766595971822	0.675	0.393	2.36907184261575e-19	81012_1	CD4+T	NDUFA3
